slang,formal
kek,seperti
gak,tidak
sexi2,seksi-seksi
blh,boleh
pkai,pakai
blik,balik
kk,kakak
cb,coba
kenape,kenapa
yg,yang
kkak,kakak
syg,sayang
jgn,jangan
ladenin,meladeni
org,orang
yg,yang
bkin,bikin
kkak,kakak
jdi,jadi
skit,sakit
hat,hati
kkak,kakak
syg,sayang
kkak,kakak
bnyak,banyak
kkak,kakak
jilbabnye,jilbabnya
kk,kakak
ledkin,meledeki
tpi,tetapi
yah,ya
digabtikan,digantikan
yg,yang
skrg,sekarang
jng,jangan
ngumung,mengomong
dikemanain,dikemanakan
ilang-in,hilangkan
udh,sudah
bener,benar
pake,pakai
dri,dari
pda,pada
ga,tidak
pke,pakai
ny,nya
ga,tidak
ga,tidak
prinadi,pribadi
org,orang
lahh,lah
luh,lu
yep,ya
dri,dari
u,lu
"ngaku"",mengaku-ngaku"
aja,saja
helooooo,halo
ngaku,mengaku
aja,saja
gak,tidak
u,lu
loe,lo
emang,memang
yaa,ya
rempong,repot
org,orang
sndiri,sendiri
ud,sudah
bener,benar
aja,saja
masi,masih
aja,saja
palingann,palingan
berjinah,berzina
munaafikk,munafik
urusn,urusan
org,orang
mw,mau
pk,pakai
kaga,kagak
benar2,benar-benar
aja,saja
mba,mbak
gak,tidak
dg,dengan
saudra,saudara
trganggu,terganggu
kk,kakak
bhijab,berhijab
lgi,lagi
rmbut,rambut
km,kamu
dn,dan
yuu,ayo
dlm,dalam
hri,hari
lepasin,melepas
pokonya,pokoknya
lucuuuu,lucu
d,di
smentara,sementara
ka,kak
d,di
aja,saja
d,di
yg,yang
ka,kak
ga,tidak
ka,kak
ka,kak
dengerin,mendengarkan
org,orang
biarin,biarkan
yg,yang
kaka,kakak
d,di
ka,kak
ka,kak
kaka,kakak
yg,yang
kaka,kakak
org,orang
kaka,kakak
pdhl,padahal
waduhhh,waduh
kasian,kasihan
org2,orang-orang
yg,yang
ursan,urusan
org,orang
sudab,sudah
dwsa,dewasa
pnya,punya
agma,agama
ap,apa
yg,yang
jd,jadi
jgn,jangan
rpt2,repot-repot
sbr,sabar
aja,saja
y,ya
ngaji,mengaji
yg,yang
yg,yang
nmr,nomor
yg,yang
romantiz,romantis
ituu,itu
tdk,tidak
murmer,murah meriah
pensaran,penasaran
dapet,dapat
aja,saja
kepoin,kepoi
baru2,baru-baru
tlp,telepon
bosaan,bosan
udah,sudah
pake,pakai
gak,tidak
yuukk,ayo
kitaaa,kita
ga,tidak
konsul,konsultasi
gak,tidak
yok,ayo
lainnyaa,lainnya
jt,juta
perbulannn,perbulan
penyebab2,penyebab-penyebab
ko,kok
lg,lagi
mba,mbak
tp,tetapi
nyupir,menyopir
ko,kok
blm,belum
tdk,tidak
yukk,ayo
dn,dan
cpt,cepat
steess,stres
"gara"",gara-gara"
jngan,jangan
kwatir,kawatir
tengah2,tengah-tengah
duetin,duet
dongg,dong
kyk,seperti
duetin,duet
dongg,dong
mudaa,muda
sm,sama
ajah,saja
dapetin,mendapati
tdk,tidak
nyari,mencari
ga,tidak
gini,begini
bgt,sekali
sebenernya,sebenarnya
mrka,mereka
skrg,sekarang
dgn,dengan
skrg,sekarang
silsturahmi,silaturahmi
jg,juga
tdk,tidak
yg,yang
dgn,dengan
ank2nya,anak-anaknya
tdk,tidak
ank,anak
yg,yang
yg,yang
tdk,tidak
yg,yang
sdh,sudah
sgt,sangat
mrka,mereka
dgn,dengan
ank2nya,anak-anaknya
tdk,tidak
dijkt,dijakarta
tdk,tidak
may,mau
tdk,tidak
bs,bisa
sebenernya,sebenarnya
cums,cuma
yg,yang
bs,bisa
jg,juga
bs,bisa
dgn,dengan
undangan2,undangan-undangan
jd,jadi
bener2,benar-benar
dgn,dengan
bgt,sekali
dlm,dalam
past,pasti
sgt,sangat
kgn,kangen
wktunya,waktunya
dr,dari
anknya,anaknya
krn,karena
tdk,tidak
krn,karena
blg,bilang
byk,banyak
yg,yang
tp,tetapi
wktunya,waktunya
yg,yang
blm,belum
sebenernya,sebenarnya
klo,kalau
krn,karena
jd,jadi
kluarga,keluarga
ayukk,ayo
gk,tidak
ngucapin,mengucapkan
kaka,kakak
yg,yang
bru,baru
udah,sudah
nntn,menonton
bgus,bagus
bgt,sekali
filmny,filmnya
dapet,dapat
nari,menari
sampe,sampai
nangis,menangis
liat,lihat
udah,sudah
nonton,menonton
sukak,suka
pengen,ingin
nonton,menonton
kl,kalau
yg,yang
blm,belum
ntn,menonton
uda,sudah
nonton,menonton
ntn,menonton
blm,belum
ntn,menonton
nobar,menonton bareng
udah,sudah
kemariin,kemarin
yaaaa,ya
makasih,terima kasih
liat,lihat
d,di
lagiiii,lagi
knpp,kenapa
udh,sudah
ga,tidak
ad,ada
lggi,lagi
lma,lama
gaprgi,tidak pergi
nnton,menonton
aaahh,ah
lagii,lagi
klau,kalau
d,di
makasih,terima kasih
yaa,ya
ga,tidak
yaa,ya
makasih,terima kasih
yaaa,ya
iyaaa,iya
yaa,ya
ndak,tidak
pa2,apa-apa
maen,main
tgl,tanggal
dtunggu,ditunggu
ngga,tidak
bkin,bikin
baper,bawa perasaan
masa2,masa-masa
thn,tahun
gak,tidak
kepikir,terpikir
gak,tidak
nonton,menonton
liat,lihat
bgt,sekali
aja,saja
liat,lihat
liat,lihat
ad,ada
tp,tetapi
seruuu,seru
kaka,kakak
bgt,sekali
lucuuuu,lucu
bgt,sekali
nonton,menonton
bgt,sekali
bagusss,bagus
bgt,sekali
sampe,sampai
nonton,menonton
kek,seperti
jg,juga
bgs,bagus
thn,tahun
udh,sudah
ade,adek
emeshh,gemas
th,tahun
kaya,seperti
udah,sudah
astagaaaaaa,astaga
thn,tahun
ka,kak
kaka,kakak
pacarn,pacaran
bgni,begini
ktg,kita
th,tahun
aja,saja
pacaranya,pacarannya
udah,sudah
bgt,sekali
mbaak,mbak
gitu,begitu
ka,kak
kka,kakak
ngalah,mengalah
de,dek
klo,kalau
yg,yang
udh,sudah
th,tahun
kek,seperti
gini,begini
bru,baru
ngucapin,mengucapkan
pacarane,pacarannya
rusakkk,rusak
udah,sudah
th,tahun
ehh,eh
yaaampunnn,ya ampun
th,tahun
th,tahun
gini,begini
ga,tidak
aja,saja
kaga,kagak
inii,ini
taun,tahun
yg,yang
thn,tahun
tuwek,tua
mukae,mukanya
ultahe,ultahnya
yaaa,ya
bgtt,sekali
thn,tahun
tp,tetapi
udh,sudah
udh,sudah
mlh,malah
kliatanya,kelihatannya
thn,tahun
apaa,apa
udh,sudah
ky,kaya
q,aku
liat,lihat
bingiit,sekali
pcaranya,pacarannya
udah,sudah
kyk,seperti
taon,tahun
uda,sudah
bermaksut,bermaksud
tp,tetapi
karna,karena
emang,memang
tampialannya,tampilannya
nikaah,nikah
aja,saja
thn,tahun
udh,sudah
"anak"",anak-anak"
lha,lah
kek,seperti
gini,begini
pankapan,kapan-kapan
gpp,tidak apa-apa
keliatan,kelihatan
pake,pakai
kl,kalau
yg,yang
ngumbar,mengumbar
dhpusin,dihapuskan
smua,semua
tteh,teteh
bsa,bisa
istiqomah,istikamah
aamiin,amin
wihh,wih
gak,tidak
nyangka,menyangka
bangett,sekali
ga,tidak
nyesel,menyesal
dehh,deh
cepet,cepat
yg,yang
ga,tidak
aja,saja
semangaatt,semangat
mudah2,mudah-mudah
dlm,dalam
liat,lihat
udah,sudah
mnutup,menutup
yg,yang
rb,ribu
dgn,dengan
msh,masih
yg,yang
blm,belum
apus,hapus
gak,tidak
aja,saja
hub,hubungi
saranin,menyarankan
pake,pakai
naek,naik
ka,kak
pake,pakai
ka,kak
tehh,teh
lbih,lebih
pake,pakai
hijabb,hijab
dapet,dapat
ttp,tetap
yaa,ya
mksh,terima kasih
udh,sudah
nyaranin,menyarankan
pake,pakai
dr,dari
skrng,sekarang
ja,saja
mksh,terima kasih
ka,kak
yah,ya
udah,sudah
saranin,menyarankan
udah,sudah
makasih,terima kasih
yah,ya
ka,kak
ka,kak
bngatt,sekali
kaaa,kak
pake,pakai
liat,lihat
fto,foto
kk,kakak
trus,terus
dii,di
yah,ya
kk,kakak
ooh,oh
fto,foto
yg,yang
g,tidak
pke,pakai
d,di
hapusin,hapuskan
y,ya
lohhh,loh
syg,sayang
skali,sekali
kaka,kakak
ngeuh,engah
klo,kalau
th,tahun
yaah,ya
nnti,nanti
d,di
yg,yang
ka,kak
smoga,semoga
yaa,ya
mbaa,mbak
sneng,senang
liat,lihat
kyk,seperti
mbaa,mbak
mutusin,memutuskan
bwt,buat
lbh,lebih
lg,lagi
ngapus,menghapus
fto2,foto-foto
sblm,sebelum
awl,awal
dr,dari
mmg,memang
hrus,harus
trs,terus
sll,selalu
d,di
smoga,semoga
d,di
d,di
trus,terus
bngkit,bangkit
mncoba,mencoba
lbh,lebih
smoga,semoga
ttp,tetap
skli,sekali
lg,lagi
bingit,sekali
dapetin,mendapati
dri,dari
slmt,selamat
smoga,semoga
mmg,memang
tdk,tidak
tpi,tetapi
yg,yang
org,orang
waww,wow
mantapp,mantap
pake,pakai
gituan,begituan
cobaaa,coba
gak,tidak
nyesel,menyesal
ga,tidak
cobaa,coba
aja,saja
buktiin,membuktikan
ga,tidak
ngebuktiin,membuktikan
wahhh,wah
mba,mbak
mutuain,memutuskan
udh,sudah
smw,semua
foto2,foto-foto
yg,yang
blm,belum
pake,pakai
ttp,tetap
mba,mbak
geuliiiiiiis,geulis
euyyyyy,euy
dlm,dalam
ntar,sebentar
ga,tidak
gini,begini
engga,tidak
widihh,idih
bingit,sekali
iyaa,iya
kerenn,keren
kek,seperti
gitu,begitu
uuh,uh
pengen,ingin
dr,dari
td,tadi
ngomongin,mengomongkan
kek,seperti
gini,begini
ngakak,mengakak
udah,sudah
kek,seperti
tp,tetapi
emg,memang
ngirim,mengirim
ngidam,mengidam
waah,wah
sampis,sampah habis
emang,memang
gt,begitu
maapin,maaf
yak,ya
ngebala,bala
mampuussss,mampus
bgt,sekali
diihhhh,dih
bgt,sekali
hrusnya,harusnya
sabal,sabar
udahlah,sudahlah
kauuuu,kau
gini,begini
pengen,ingin
yg,yang
kya,kaya
gini,begini
teruss,terus
trus,terus
uhhh,uh
km,kamu
sabaro,sabar
yaa,ya
bangettt,sekali
eehhh,eh
gni,begini
nyadar,menyadar
nyadar,menyadar
yg,yang
lucuuuuu,lucu
liat,lihat
bangett,sekali
iiii,ih
kreative,kreatif
bangrt,sekali
liat,lihat
azekkkk,asik
pinter,pintar
bngettt,sekali
pinter,pintar
ga,tidak
kuaaatt,kuat
bhet,sekali
bhs,bahasa
inggrisny,inggrisnya
bgt,sekali
ni,ini
bangeeet,sekali
bngt,sekali
dgn,dengan
yg,yang
slm,salam
tmn2,teman-teman
dsna,disana
iyaap,iya
mksih,terima kasih
orang2,orang-orang
mnjadi,menjadi
nga,tidak
canyk,cantik
"bner"",benar-benar"
bgt,sekali
udah,sudah
poko,pokok
prodac,produk
yg,yang
ga,tidak
bkal,akan
nyesell,menyesal
dehh,deh
poko,pokok
bbrp,beberapa
yg,yang
blg,bilang
gt,begitu
ciyusss,serius
de,deh
gw,gue
liat,lihat
yg,yang
lw,lu
kmaren,kemarin
ka,kak
ni,ini
kek,seperti
cyin,cinta
bgt,sekali
yaa,ya
cantikkk,cantik
bangetttttttt,sekali
sexi,seksi
bundaaaa,bunda
cantinya,cantiknya
gx,tidak
kyk,seperti
kyk,seperti
cantikkkk,cantik
woww,wow
bangett,sekali
ja,saja
pake,pakai
bangget,sekali
baget,sekali
pingin,ingin
bettt,sekali
kyknya,sepertinya
subhanalloh,subhanallah
cantiiillx,cantik
bundaaaa,bunda
tetep,tetap
mudaa,muda
brapa,berapa
sihh,sih
bgt,sekali
bangetttt,sekali
cantikkk,cantik
bgttt,sekali
alaami,alami
sabaarrr,sabar
cantiiiikk,cantik
bangeeeeetttt,sekali
ciee,cie
tp,tetapi
ttp,tetap
kyk,seperti
yg,yang
inii,ini
cannntikk,cantik
banggett,sekali
yaa,ya
nyaaa,nya
cakepp,cakep
bgt,sekali
thnan,tahunan
tpi,tetapi
cuantik,cantik
bgt,sekali
msh,masih
seger,segar
ky,kaya
cantikkkkkk,cantik
bangetttt,sekali
segerr,segar
bangett,sekali
wouww,wow
bgt,sekali
cantiiikkk,cantik
bgt,sekali
knp,kenapa
udh,sudah
aja,saja
gak,tidak
kya,kaya
njir,anjir
ngikutin,mengikuti
pen,ingin
gw,gue
catokin,catok
gak,tidak
catokin,catok
catokin,catok
udah,sudah
sm,sama
lg,lagi
ikut2an,ikut-ikutan
kya,kaya
jg,juga
dr,dari
jg,juga
yuukk,ayo
promil,program hamil
aminn,amin
ksh,kasih
sll,selalu
jg,juga
utk,untuk
comment2nya,komentar-komentarnya
jg,juga
teman2,teman-teman
aja,saja
yg,yang
tiba2,tiba-tiba
"benar"",benar-benar"
aamiin,amin
ak,aku
yukk,ayo
lohhh,loh
besar2an,besar-besaran
aja,saja
tp,tetapi
klo,kalau
gak,tidak
yaaaa,ya
seneng,senang
pedes,pedas
seneng,senang
udah,sudah
rb,ribu
yaaa,ya
pengen,ingin
emang,memang
slalu,selalu
tdk,tidak
knsul,konsultasi
dg,dengan
dn,dan
dg,dengan
yg,yang
sdh,sudah
brhasil,berhasil
dlm,dalam
wktu,waktu
konsul,konsultasi
gratisss,gratis
ga,tidak
nyesel,menyesal
pake,pakai
kaka,kakak
hilangin,menghilangkan
bener2,benar-benar
yg,yang
pake,pakai
artis2,artis-artis
smoga,semoga
aja,saja
dipake,dipakai
org2,orang-orang
yg,yang
yg,yang
cm,cuma
kontak2,kontak-kontak
utk,untuk
dijadiin,dijadikan
aja,saja
yg,yang
dgn,dengan
dpt,dapat
org,orang
yg,yang
tp,tetapi
dptnya,dapatnya
bs,bisa
dpt,dapat
jd,jadi
bs,bisa
dpt,dapat
gimana,bagaimana
jd,jadi
sy,saya
rb,ribu
udah,sudah
dpt,dapat
dgn,dengan
bgt,sekali
yg,yang
bs,bisa
bkin,bikin
applikasi,aplikasi
udah,sudah
dgn,dengan
jg,juga
jd,jadi
aja,saja
mba,mbak
skarang,sekarang
sampe,sampai
pingin,ingin
gak,tidak
kereeeeen,keren
bngeet,sekali
gemesinnnnn,menggemaskan
bner,benar
bner,benar
bnget,sekali
udah,sudah
prodaknya,produknya
poko,pokok
prodak,produk
yg,yang
ga,tidak
bkal,akan
nyesell,menyesal
dehh,deh
poko,pokok
yg,yang
yg,yang
dapet,dapat
dgn,dengan
ongkiir,ongkir
thn,tahun
thn,tahun
thn,tahun
thn,tahun
utk,untuk
ga,tidak
bgt,sekali
ajaibbbbb,ajaib
saayyyyy,say
besarin,membesarkan
aja,saja
pake,pakai
belanjaa,belanja
disiniii,disini
lohhhh,loh
yg,yang
trims,terima kasih
utk,untuk
gak,tidak
aja,saja
ga,tidak
dn,dan
ganteung,ganteng
mba,mbak
pengen,ingin
pake,pakai
ga,tidak
nyesel,menyesal
ngerasa,merasa
ga,tidak
pede,percaya diri
bhgia,bahagia
iiiiiiiiii,ih
lucuukk,lucu
bgt,sekali
keciil,kecil
yakinn,yakin
pentass,pentas
ngarep,mengharap
kepoin,kepo
lucu2,lucu-lucu
ngelahirin,melahirkan
gak,tidak
paksain,memaksa
biasaa,biasa
makasih,terima kasih
ngelahirin,melahirkan
gak,tidak
paksain,memaksa
biasaa,biasa
makasih,terima kasih
pengen,ingin
besarin,membesarkan
hub,hubungi
aja,saja
dgn,dengan
yg,yang
pengen,ingin
makasih,terima kasih
udah,sudah
rekomendasiin,merekomendasikan
bener,benar
pake,pakai
ga,tidak
makasih,terima kasih
ka,kak
ka,kak
makasih,terima kasih
udah,sudah
rekomendasiin,merekomendasikan
bener,benar
ka,kak
ga,tidak
makasih,terima kasih
q,ku
kk,kakak
bosaan,bosan
udah,sudah
pake,pakai
gak,tidak
yuukk,ayo
kitaaa,kita
knp,kenapa
yoo,ya
ak,aku
murmer,murah meriah
bgt,sekali
hy,hai
teman2,teman-teman
pake,pakai
aja,saja
testinya,testimoninya
yaa,ya
yg,yang
lbh,lebih
jd,jadi
mengirusi,mengurusi
khdpn,kehidupan
yg,yang
keliatan,kelihatan
bgt,sekali
gk,tidak
ngalah,mengalah
ngelawan,melawan
sm,sama
betuuuuulllllllllllllllll,betul
yg,yang
banyak2,banyak-banyak
mba,mbak
bisax,bisanya
cmn,cuman
nyerocos,mencerocos
aja,saja
emang,memang
uda,sudah
bener,benar
ngapain,mengapai
klo,kalau
cmn,cuman
mw,mau
ngatain,mengatai
yg,yang
sebenernya,sebenarnya
yg,yang
ga,tidak
tp,tetapi
dgn,dengan
klmbutan,kelembutan
jgn,jangan
gw,gue
pgn,ingin
yg,yang
dlu,dahulu
aja,saja
uda,sudah
seburuk2,seburuk-buruk
psti,pasti
dy,dia
sperti,seperti
dlu,dahulu
dy,dia
ngurusin,mengurusi
nda,tidak
ngurusin,mengurusi
sampe,sampai
msh,masih
diingetin,diingatkan
ntar,sebentar
udah,sudah
yg,yang
ngingetin,mengingatkan
ngeriiiiii,ngeri
ma,sama
nich,nih
ngingetin,mengingatkan
akhlah,akhlak
aja,saja
klo,kalau
org,orang
yg,yang
blg,bilang
ngapain,mengapai
ngurusin,mengurusi
org,orang
ntar,sebentar
elo2,lo-lo
yg,yang
mandiin,memandikan
yg,yang
nguburin,menguburkan
emg,memang
ngurus,mengurus
subhannallah,subhanallah
mb,mbak
kl,kalau
yg,yang
gk,tidak
ngebedain,membedakan
ngurusin,mengurusi
mb,mbak
tp,tetapi
urusanny,urusannya
aja,saja
krn,karena
lg,lagi
dg,dengan
tuhanny,tuhannya
aja,saja
yg,yang
brtngkar,bertengkar
knp,kenapa
sllu,selalu
hny,hanya
krn,karena
pndapat,pendapat
teman2,teman-teman
yg,yang
sling,saling
mnding,lebih baik
nmbah,menambah
temen,teman
looh,loh
drpd,daripada
nambah,menambah
kata2,kata-kata
emang,memang
lha,lah
sharusnya,seharusnya
jg,juga
sndiri,sendiri
bangeett,sekali
mngkannya,mangkanya
klw,kalau
ngelakuin,melakukan
apa2,apa-apa
dlu,dahulu
klo,kalau
kmu,kamu
bkn,bukan
scr,secara
gk,tidak
sbg,sebagai
yg,yang
tp,tetapi
yg,yang
yg,yang
udah,sudah
ngelakuin,melakukan
udah,sudah
tp,tetapi
skrg,sekarang
nyia2in,menyia-nyiakan
yg,yang
gini,begini
yg,yang
brarti,berarti
org,orang
yg,yang
gk,tidak
krn,karena
dgn,dengan
mndpat,mendapat
kpuasan,kepuasan
dr,dari
pdahal,padahal
gk,tidak
sgampang,segampang
mlepaskan,melepaskan
ngapain,mengapai
org,orang
diurusin,diurusi
org,orang
ga,tidak
pantes,pantas
indo,indonesia
ga,tidak
bgt,sekali
prnh,pernah
dl,dahulu
jgn,jangan
trll,terlalu
sk,suka
hdp,hidup
org,orang
hdp,hidup
sndr,sendiri
dl,dahulu
sellow,selow
idup,hidup
krn,karena
sbbrnya,sebenarnya
yg,yang
idup,hidup
org,orang
smpe,sampai
bs,bisa
bkn,bukan
komen2,komen-komen
kasar2,kasar-kasar
bgt,sekali
qt,kita
lbh,lebih
dr,dari
org,orang
pengen,ingin
rb,ribu
semangattt,semangat
teruss,terus
tp,tetapi
dlu,dahulu
beneran,benaran
yak,ya
ka,kak
nungguin,menunggu
baper,bawa perasaan
baper,bawa perasaan
baper,bawa perasaan
nnti,nanti
klo,kalau
blm,belum
testi,testimoni
banyaak,banyak
beneran,benaran
bujukk,bujuk
pala,kepala
d.apa,diapa
apain,apai
aj,saja
tetep,tetap
emng,memang
dsar,dasar
y,nya
udh,sudah
dri,dari
dlu,dahulu
benetaran,benaran
gaa,tidak
kaka,kakak
bneran,benaran
gmn,bagaimana
si,sih
krenn,keren
abis,habis
kraya,karya
brg,bareng
lg,lagi
donk,dong
ka,kak
lg,lagi
kaka,kakak
udah,sudah
ngebantu,membantu
pake,pakai
yg,yang
kaka,kakak
kenalin,kenalkan
makasih,terima kasih
beneran,benaran
knp,kenapa
g,tidak
d,di
janjutin,lanjutkan
kaa,kak
yukk,ayo
kepppoin,kepoi
dehh,deh
tp,tetapi
ttp,tetap
nnti,nanti
makasih,terima kasih
recommendasi,rekomendasi
prodak,produk
gak,tidak
pake,pakai
btulan,betulan
kha,kah
nggak,tidak
jd,jadi
rmbut,rambut
s,si
g,tidak
pjg,panjang
mna,mana
s,sih
tutupin,menutupi
"gara"",gara-gara"
ga,tidak
pake,pakai
pake,pakai
wik,wig
beneran,benaran
kaka,kakak
ithu,itu
ttap,tetap
yukk,ayo
udh,sudah
artis2,artis-artis
knp,kenapa
botakin,botaki
yah,ya
ny,nya
botakkkk,botak
gitu,begitu
botakin,botaki
k,kak
gk,tidak
kk,kakak
kk,kakak
bnrn,benaran
skrg,sekarang
pake,pakai
week,wig
yukk,ayo
kerennn,keren
yg,yang
gawul,gaul
modes,modis
kitaa,kita
klian,kalian
brayyy,bray
yg,yang
kcantikan,kecantikan
klian,kalian
brayyy,bray
jalan2,jalan-jalan
mauuu,mau
donk,dong
bronis,brondong manis
rb,ribu
gapunya,tidak punya
jt,juta
nambah,menambah
bkln,bakalan
pingin,ingin
udah,sudah
kecantikanga,kecantikannya
loooh,loh
barang2,barang-barang
gk,tidak
hiii,hai
piiiilih,pilih
aja,saja
pokonya,pokoknya
deeh,deh
aja,saja
anak2,anak-anak
yaaaa,ya
zama,zaman
kn,kan
udh,sudah
gnti,ganti
yg,yang
bru,baru
nmnya,namanya
tapo,tetapi
kuy,ayo
gkk,tidak
lg,lagi
petinggi2,petinggi-petinggi
slalu,selalu
wota2,wota-wota
yg,yang
yg,yang
yg,yang
knpa,kenapa
indefendet,independen
gak,tidak
tempat2,tempat-tempat
yg,yang
kyk,seperti
taik,tahi
yg,yang
slalu,selalu
anak2,anak-anak
bkn,bukan
yuuuukkk,ayo
bener,benar
lg,lagi
dituutup,ditutup
silahkan,silakan
gak,tidak
gak,tidak
mbaa,mbak
ngayal,mengkhayal
trlalu,terlalu
ngayal,mengkhayal
aja,saja
smvk,sempak
liat,lihat
aja,saja
bkal,akan
jd,jadi
knyataan,kenyataan
amiinn,amin
njrittt,anjir
aja,saja
yah,ya
aminnn,amin
selmt,selamat
taz,atas
klhran,kelahiran
ank,anak
pertma,pertama
kk,kakak
ats,atas
kelahuran,kelahiran
ank,anak
pertamany,pertamanya
slmt,selamat
k,kak
k,kak
mamax,mamanya
iyah,iya
ankx,anaknya
cantip,cantik
lucuuuuu,lucu
donk,dong
yg,yang
donk,dong
yg,yang
ortu,orang tua
amiiiin,amin
lucuuu,lucu
lucuuuu,lucu
ihh,ih
la,lah
skli,sekali
kluarga,keluarga
kpn,kapan
ak,aku
pnya,punya
yg,yang
iyha,iya
dedek,adek
yg,yang
cantikkk,cantik
y,ya
kk,kakak
mb,mbak
ats,atas
klahiran,kelahiran
slmat,selamat
aamiin,amin
slamat,selamat
jdi,jadi
ortu,orang tua
kk,kakak
smoga,semoga
jdi,jadi
ank,anak
mmbanggakan,membanggakan
ortuny,orang tuanya
aamiin,amin
lucuuu,lucu
bngtt,sekali
selmat,selamat
ae,saja
mnjdi,menjadi
bnda,bunda
k,kak
ma,sama
trus,terus
nyah,nya
aamiin,amin
bgt,sekali
prtamax,pertamanya
kk,kakak
moqa,moga
jdi,jadi
yq,yang
brbakti,berbakti
yaaa,ya
gewlaaaaa,gila
ea,ya
kk,kakak
kk,kakak
ny,nya
yg,yang
sm,sama
lg,lagi
yg,yang
skrg,sekarang
"sama"",sama-sama"
basodaraa,bersaudara
yg,yang
gamau,tidak mau
sm,sama
dr,dari
ori,orisinal
hargs,harga
perhatiin,perhatikan
abal2,abal-abal
kasian,kasihan
bgt,sekali
bantuim,bantu
maen,main
adl,adalah
pelwak,pelawak
pake,pakai
karna,karena
pgn,ingin
kenceng,kencang
ga,tidak
tp,tetapi
temen,teman
nyaranin,menyarankan
emang,memang
pake,pakai
udah,sudah
keliatan,kelihatan
saranin,menyarankan
km,kamu
hub,hubungi
ngasih,mengasih
ayoo,ayo
aamiiin,amin
suces,sukses
slalu,selalu
y,ya
yg,yang
jgn,jangan
km,kamu
sucses,sukses
ga,tidak
ga,tidak
garemin,garami
trus,terus
gapake,tidak pakai
ayoo,ayo
hubunggi,hubungi
gak,tidak
ngiringan,mengiringi
q,ku
gk,tidak
maluuu,malu
udah,sudah
gk,tidak
makasih,terima kasih
kaka,kakak
klo,kalau
karir.a,karirnya
iyaa,iya
aamin,amin
teruz,terus
yg,yang
udh,sudah
dpt,dapat
atw,atau
atw,atau
kaka,kakak
kemarn,kemarin
cobain,mencoba
udah,sudah
pake,pakai
ga,tidak
emang,memang
pake,pakai
udah,sudah
dapet,dapat
bgt,sekali
makasih,terima kasih
kaka,kakak
recomendasinya,rekomendasinya
promoo,promo
ongkirr,ongkir
ga,tidak
yaa,ya
makasih,terima kasih
udah,sudah
kenalin,mengenalkan
pake,pakai
makasih,terima kasih
jd,jadi
gak,tidak
gk,tidak
dri,dari
mskasih,terima kasih
kaka,kakak
kaka,kakak
yg,yang
dlm,dalam
yg,yang
wowwwww,wow
kaka,kakak
kemarn,kemarin
cobain,mencoba
udah,sudah
pake,pakai
ga,tidak
emang,memang
pake,pakai
udah,sudah
dapet,dapat
kaka,kakak
bgt,sekali
makasih,terima kasih
kaka,kakak
recomendasinya,rekomendasinya
seeeemua,semua
bener,benar
bener,benar
yg,yang
dipake,dipakai
skrng,sekarang
gak,tidak
pake,pakai
jd,jadi
dri,dari
yg,yang
rekomendasiin,rekomendasikan
mksh,terima kasih
makasih,terima kasih
nyaranin,menyarani
bener,benar
bener,benar
makasih,terima kasih
udh,sudah
kenalin,mengenalkan
jd,jadi
gak,tidak
dlm,dalam
jd,jadi
pede,percaya diri
skrng,sekarang
makasih,terima kasih
wowwww,wow
kaka,kakak
kemarn,kemarin
udah,sudah
pake,pakai
ga,tidak
emang,memang
pake,pakai
udah,sudah
dapet,dapat
kaka,kakak
bgt,sekali
makasih,terima kasih
kaka,kakak
recomendasinya,rekomendasinya
artis2,artis-artis
batesin,batasi
atw,atau
ga,tidak
ilang,hilang
ilang,hilang
bijin,bikin
ga,tidak
pd,percaya diri
yg,yang
yg,yang
ga,tidak
pengen,ingin
gitu,begitu
ngeidealin,mengidealkan
bdn,badan
kmi,kami
bhn,bahan
dlm,dalam
hr,hari
mngkin,mungkin
menghilangkn,menghilangkan
utk,untuk
utk,untuk
lucuuuuu,lucu
bgt,sekali
yg,yang
lucu2,lucu-lucu
makasih,terima kasih
udh,sudah
kenalin,mengenalkan
jd,jadi
gak,tidak
ga,tidak
ga,tidak
gasalah,tidak salah
gak,tidak
